command,value,config_file,line,section,baseline_action,notes
r.SkinCache.Mode,1,Config/DefaultEngine.ini,212,/Script/Engine.RendererSettings,preserve_for_ray_tracing_baseline,Skin Cache is required when ray tracing is preserved for the baseline.
r.SkinCache.GSEnableCloth,2,Config/DefaultEngine.ini,213,/Script/Engine.RendererSettings,preserve_for_ray_tracing_baseline,Skin Cache is required when ray tracing is preserved for the baseline.
r.SkinCache.DefaultBehavior,0,Config/DefaultEngine.ini,214,/Script/Engine.RendererSettings,preserve_for_ray_tracing_baseline,Skin Cache is required when ray tracing is preserved for the baseline.
r.SkinCache.BlendUsingVertexColorForRecomputeTangents,2,Config/DefaultEngine.ini,215,/Script/Engine.RendererSettings,preserve_for_ray_tracing_baseline,Skin Cache is required when ray tracing is preserved for the baseline.
r.FreeSkeletalMeshBuffers,1,Config/DefaultEngine.ini,217,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricCloud.SkyAO,0,Config/DefaultEngine.ini,220,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricCloud.EnableDistantSkyLightSampling,0,Config/DefaultEngine.ini,221,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricRenderTarget.ReprojectionBoxConstraint,0,Config/DefaultEngine.ini,222,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes,True,Config/DefaultEngine.ini,223,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.Preshading,False,Config/DefaultEngine.ini,224,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.MaxStepCount,1024,Config/DefaultEngine.ini,225,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.LightingCache,1,Config/DefaultEngine.ini,226,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.MaxTraceDistance,100000,Config/DefaultEngine.ini,227,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.StepSizeAdaptiveMult,0,Config/DefaultEngine.ini,228,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.StepSize,1,Config/DefaultEngine.ini,229,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.MaxShadowTraceDistance,10000000,Config/DefaultEngine.ini,230,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.IndirectLighting,1,Config/DefaultEngine.ini,231,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.IndirectLightingStrength,2.0,Config/DefaultEngine.ini,232,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.IndirectLightingShadowStrength,0.7,Config/DefaultEngine.ini,233,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.DepthSort,0,Config/DefaultEngine.ini,234,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.NoiseBlurDepthThreshold,50,Config/DefaultEngine.ini,235,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HeterogeneousVolumes.UseAdvanceMBOIT,1,Config/DefaultEngine.ini,236,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SupportSkyAtmosphereAffectsHeightFog,True,Config/DefaultEngine.ini,237,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.Emissive,0,Config/DefaultEngine.ini,238,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Water.SingleLayer.Reflection,3,Config/DefaultEngine.ini,241,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
fx.Niagara.Grid3D.UseRGBAGrid,1,Config/DefaultEngine.ini,244,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DefaultFeature.AutoExposure.Method,1,Config/DefaultEngine.ini,247,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DefaultFeature.AutoExposure,True,Config/DefaultEngine.ini,248,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.NGX.DLSS.denoisermode,0,Config/DefaultEngine.ini,251,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.NGX.DLSS.BuiltInDenoiserOverride,0,Config/DefaultEngine.ini,252,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.NIS.Sharpness,0.1,Config/DefaultEngine.ini,253,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Streamline.DeepDVC.Enable,0,Config/DefaultEngine.ini,254,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Streamline.DeepDVC.Intensity,0.1,Config/DefaultEngine.ini,255,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Streamline.DeepDVC.SaturationBoost,0.2,Config/DefaultEngine.ini,256,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.TessellationAdaptivePixelsPerTriangle,48.000000,Config/DefaultEngine.ini,263,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MinScreenRadiusForLights,0.0200000,Config/DefaultEngine.ini,264,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MinScreenRadiusForDepthPrepass,0.200000,Config/DefaultEngine.ini,265,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MinScreenRadiusForCSMDepth,0.010000,Config/DefaultEngine.ini,266,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOSpecularOcclusionMode,0,Config/DefaultEngine.ini,267,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AmbientOcclusion.Compute,2,Config/DefaultEngine.ini,268,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MBOIT.SimpleMBOITStrength,4,Config/DefaultEngine.ini,269,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MBOIT.Overestimation,0,Config/DefaultEngine.ini,270,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.MBOIT.AbsorbanceMax,10,Config/DefaultEngine.ini,271,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ClearCoatNormal,True,Config/DefaultEngine.ini,272,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Light.ForceMinFadeDistance,800,Config/DefaultEngine.ini,273,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.GPUScene.ParallelUpdate,1,Config/DefaultEngine.ini,274,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.GS.DynamicSDF.NewUpdateMethod,2,Config/DefaultEngine.ini,275,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.GPUCrashOnOutOfMemory,1,Config/DefaultEngine.ini,276,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.GPUCrashDebugging.Aftermath.TrackAll,0,Config/DefaultEngine.ini,277,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DX12NVAfterMathShaderDebugInfo,0,Config/DefaultEngine.ini,278,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VHM.EnableDebugColor,1,Config/DefaultEngine.ini,279,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VHM.EnableDynamicLodBias,1,Config/DefaultEngine.ini,280,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.HairStrands.Enable,1,Config/DefaultEngine.ini,281,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AllowHDR,1,Config/DefaultEngine.ini,282,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AllowGlobalClipPlane,False,Config/DefaultEngine.ini,283,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SupportDepthOnlyIndexBuffers,False,Config/DefaultEngine.ini,284,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.SupportReversedIndexBuffers,False,Config/DefaultEngine.ini,285,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.EyeAdaptation.BlackHistogramBucketInfluence,1,Config/DefaultEngine.ini,286,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
fx.GPUSimulationTextureSizeX,512,Config/DefaultEngine.ini,287,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
fx.GPUSimulationTextureSizeY,512,Config/DefaultEngine.ini,288,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.GPUScene.InstanceDataTileSizeLog2,12,Config/DefaultEngine.ini,289,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
d3d11.ZeroBufferSizeInMB,16,Config/DefaultEngine.ini,294,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AllowStaticLighting,False,Config/DefaultEngine.ini,300,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DBuffer,False,Config/DefaultEngine.ini,301,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ReflectionMethod,1,Config/DefaultEngine.ini,302,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DynamicGlobalIlluminationMethod,1,Config/DefaultEngine.ini,303,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject,1,Config/DefaultEngine.ini,304,/Script/Engine.RendererSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.RayTracing.RayTracingProxies.ProjectEnabled,True,Config/DefaultEngine.ini,305,/Script/Engine.RendererSettings,preserve_for_ray_tracing_baseline,Ray tracing-related override stays unchanged for baseline.
r.LumenScene.CardAtlasSize,2048,Config/DefaultEngine.ini,323,SystemSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.CardTexelDensityScale,50,Config/DefaultEngine.ini,324,SystemSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.CardMaxTexelDensity,0.1,Config/DefaultEngine.ini,325,SystemSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LumenScene.CardMaxResolution,256,Config/DefaultEngine.ini,326,SystemSettings,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
