"command","value","kind","type","default","prefix","module","platform_text","runtime_editable","startup_only","in_default_engine","in_scalability","scalability_group","scalability_sections","current_project_values","test_method","safe_test_values","config_target","test_priority","skip_or_review_reason","baseline_fps","test_fps","fps_delta_percent","quality_impact","recommendation","project_setting_value","notes","usage","help","flags","run_id","map","resolution","avg_gpu_ms","avg_renderthread_ms","avg_gamethread_ms","frames","duration_seconds","hitch_count","profile_csv","fpschart_log","fpschart_html","launch_notes","comparison_method","paired_baseline_fpschart_log","paired_test_fpschart_log","paired_baseline_avg_gpu_ms","paired_test_avg_gpu_ms"
"r.Shadow.Virtual.MaxPhysicalPages","2048","CVar","int32","","r","Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;1;1024;2048;4096","DefaultScalability.ini ShadowQuality lower tiers","P0","","107.86","106.12","-1.61","Medium/High: lowers VSM physical page pool. Can reduce memory pressure but risks missing pages, lower shadow quality, or page pool warnings.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","2048","Paired A/B same-process result on <BenchmarkMap>: baseline 107.86 FPS, test 106.12 FPS, delta -1.61%. Baseline GPU 5.38 ms, test GPU 5.46 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.MaxPhysicalPages=2048","Maximum number of physical pages in the pool.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_MaxPhysicalPages_2048_20260616_160128","<BenchmarkMap>","1280x720","5.46","9.41","6.15","280","2.64","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160128).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.02.19\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.02.19\<BenchmarkMap>-2026.06.16-16.02.19-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.MaxPhysicalPages=2048 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_MaxPhysicalPages_2048.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.02.16\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.02.19\<BenchmarkMap>-FPS-WindowsEditor.log","5.38","5.46"
"r.Streaming.Boost","0.5","CVar","float","","r","Texture Streaming","Windows D3D12 SM6 <GPU>","true","false","false","true","true","TextureQuality","","runtime_scalability_candidate","0;0.5;1;1.5","DefaultScalability.ini TextureQuality lower tiers","P0","","107.28","101.08","-5.78","Medium: lowers texture streaming boost, encouraging lower mips. Can improve memory/streaming pressure but reduces texture sharpness.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","0.5","Paired A/B same-process result on <BenchmarkMap>: baseline 107.28 FPS, test 101.08 FPS, delta -5.78%. Baseline GPU 5.11 ms, test GPU 5.20 ms. Treat as quality/performance tradeoff until visual review.","r.Streaming.Boost=0.5","Texture streaming boost multiplier. 1.0 is normal.","ECVF_Scalability | ECVF_ExcludeFromPreview","ab_r_Streaming_Boost_0_5_20260616_160228","<BenchmarkMap>","1280x720","5.20","9.88","6.04","280","2.77","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160228).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.03.20\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.03.20\<BenchmarkMap>-2026.06.16-16.03.20-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Streaming.Boost=0.5 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Streaming_Boost_0_5.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.03.16\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.03.20\<BenchmarkMap>-FPS-WindowsEditor.log","5.11","5.20"
"r.Streaming.MaxEffectiveScreenSize","1","CVar","float","","r","Texture Streaming","Windows D3D12 SM6 <GPU>","true","false","false","true","true","TextureQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini TextureQuality lower tiers","P0","","103.01","103.92","0.88","High: clamps effective screen size for texture streaming. Can strongly reduce mip demand but may visibly blur textures.","texture_streaming_tradeoff_candidate_visual_review_required","1","Paired A/B same-process result on <BenchmarkMap>: baseline 103.01 FPS, test 103.92 FPS, delta 0.88%. Baseline GPU 5.48 ms, test GPU 5.45 ms. Treat as quality/performance tradeoff until visual review.","r.Streaming.MaxEffectiveScreenSize=1","0 uses actual vertical screen size; nonzero clamps effective screen size.","ECVF_Scalability","ab_r_Streaming_MaxEffectiveScreenSize_1_20260616_160331","<BenchmarkMap>","1280x720","5.45","9.61","6.11","280","2.69","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160332).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.04.24\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.04.24\<BenchmarkMap>-2026.06.16-16.04.24-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Streaming.MaxEffectiveScreenSize=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Streaming_MaxEffectiveScreenSize_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.04.20\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.04.24\<BenchmarkMap>-FPS-WindowsEditor.log","5.48","5.45"
"r.RayTracing.Nanite.Offscreen.LODBias","1","CVar","float","","r","RayTracing/Nanite","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;0.5;1;1.5","Runtime console or DeviceProfile if adopted","P1","","103.61","100.74","-2.77","Medium: reduces offscreen Nanite geometry detail used for ray tracing. Can improve RT/Nanite cost but may affect offscreen reflection/GI detail.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","1","Paired A/B same-process result on <BenchmarkMap>: baseline 103.61 FPS, test 100.74 FPS, delta -2.77%. Baseline GPU 4.46 ms, test GPU 4.49 ms. Treat as quality/performance tradeoff until visual review.","r.RayTracing.Nanite.Offscreen.LODBias=1","LOD bias for offscreen nanite geometry in ray tracing. 0 = full detail; >0 = reduced detail.","ECVF_RenderThreadSafe","ab_r_RayTracing_Nanite_Offscreen_LODBias_1_20260616_160435","<BenchmarkMap>","1280x720","4.49","9.87","6.23","280","2.78","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160435).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.05.26\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.05.26\<BenchmarkMap>-2026.06.16-16.05.26-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.RayTracing.Nanite.Offscreen.LODBias=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_RayTracing_Nanite_Offscreen_LODBias_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.05.23\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.05.26\<BenchmarkMap>-FPS-WindowsEditor.log","4.46","4.49"
"r.Shadow.Virtual.SMRT.RayCountLocal","1","CVar","int32","","r","Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;1;3;7;14","DefaultScalability.ini ShadowQuality lower tiers","P0","","100.73","96.87","-3.83","Medium/High: reduces SMRT ray count for local-light virtual shadows. Can improve local soft shadow cost but may increase local shadow noise.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","1","Paired A/B same-process result on <BenchmarkMap>: baseline 100.73 FPS, test 96.87 FPS, delta -3.83%. Baseline GPU 5.46 ms, test GPU 5.51 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.SMRT.RayCountLocal=1","Ray count for shadow map tracing of local lights. 0 = disabled.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_SMRT_RayCountLocal_1_20260616_160620","<BenchmarkMap>","1280x720","5.51","10.31","6.04","280","2.89","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160620).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.07.12\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.07.12\<BenchmarkMap>-2026.06.16-16.07.12-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.SMRT.RayCountLocal=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_SMRT_RayCountLocal_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.07.08\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.07.12\<BenchmarkMap>-FPS-WindowsEditor.log","5.46","5.51"
"r.Shadow.Virtual.SMRT.SamplesPerRayLocal","4","CVar","int32","","r","Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;1;4;8;16","DefaultScalability.ini ShadowQuality lower tiers","P0","","101.11","95.52","-5.53","Medium: reduces samples per SMRT ray for local-light virtual shadows. Can improve cost but may reduce soft local shadow stability.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","4","Paired A/B same-process result on <BenchmarkMap>: baseline 101.11 FPS, test 95.52 FPS, delta -5.53%. Baseline GPU 4.40 ms, test GPU 4.36 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.SMRT.SamplesPerRayLocal=4","Shadow map samples per ray for local lights.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_SMRT_SamplesPerRayLocal_4_20260616_160723","<BenchmarkMap>","1280x720","4.36","10.46","6.03","280","2.93","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160723).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.08.15\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.08.15\<BenchmarkMap>-2026.06.16-16.08.15-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.SMRT.SamplesPerRayLocal=4 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_SMRT_SamplesPerRayLocal_4.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.08.11\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.08.15\<BenchmarkMap>-FPS-WindowsEditor.log","4.40","4.36"
"r.Shadow.Virtual.MarkCoarsePagesLocal","0","CVar","int32","","r","Virtual Shadow Map","Windows D3D12 SM6 <GPU>","true","false","false","true","true","ShadowQuality","","runtime_scalability_candidate","0;1;2;4","DefaultScalability.ini ShadowQuality lower tiers","P0","","99.91","94.58","-5.33","Medium: disables local-light coarse page marking. Can reduce VSM page work but may reduce low-resolution local shadow coverage.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","0","Paired A/B same-process result on <BenchmarkMap>: baseline 99.91 FPS, test 94.58 FPS, delta -5.33%. Baseline GPU 4.14 ms, test GPU 4.04 ms. Treat as quality/performance tradeoff until visual review.","r.Shadow.Virtual.MarkCoarsePagesLocal=0","Marks coarse pages in local light virtual shadow maps so low resolution data is available everywhere.","ECVF_Scalability | ECVF_RenderThreadSafe","ab_r_Shadow_Virtual_MarkCoarsePagesLocal_0_20260616_160826","<BenchmarkMap>","1280x720","4.04","10.55","5.80","280","2.96","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160827).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.09.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.09.18\<BenchmarkMap>-2026.06.16-16.09.18-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Shadow.Virtual.MarkCoarsePagesLocal=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Shadow_Virtual_MarkCoarsePagesLocal_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.09.14\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.09.18\<BenchmarkMap>-FPS-WindowsEditor.log","4.14","4.04"
"r.Streaming.MaxNumTexturesToStreamPerFrame","1","CVar","int32","","r","Texture Streaming","Windows D3D12 SM6 <GPU>","true","false","false","true","true","TextureQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini TextureQuality lower tiers","P0","","97.87","97.75","-0.12","Low/Medium: limits texture upload count per frame. Can smooth upload spikes but may delay texture quality convergence and cause blurry textures longer.","neutral_paired_ab_no_material_gain","1","Paired A/B same-process result on <BenchmarkMap>: baseline 97.87 FPS, test 97.75 FPS, delta -0.12%. Baseline GPU 5.44 ms, test GPU 5.73 ms. Treat as quality/performance tradeoff until visual review.","r.Streaming.MaxNumTexturesToStreamPerFrame=1","Maximum number of 2D textures allowed to stream from CPU memory to GPU memory each frame.","ECVF_Scalability | ECVF_ExcludeFromPreview","ab_r_Streaming_MaxNumTexturesToStreamPerFrame_1_20260616_160930","<BenchmarkMap>","1280x720","5.73","10.22","5.42","280","2.86","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_160930).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.10.22\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.10.22\<BenchmarkMap>-2026.06.16-16.10.22-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Streaming.MaxNumTexturesToStreamPerFrame=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Streaming_MaxNumTexturesToStreamPerFrame_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.10.18\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.10.22\<BenchmarkMap>-FPS-WindowsEditor.log","5.44","5.73"
"r.Streaming.AmortizeCPUToGPUCopy","1","CVar","int32","","r","Texture Streaming","Windows D3D12 SM6 <GPU>","true","false","false","true","true","TextureQuality","","runtime_scalability_candidate","0;1","DefaultScalability.ini TextureQuality lower tiers","P0","","94.90","93.73","-1.23","Low/Medium: amortizes CPU-to-GPU texture copies when per-frame streaming count is limited. May smooth spikes but can delay texture mip uploads.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","1","Paired A/B same-process result on <BenchmarkMap>: baseline 94.90 FPS, test 93.73 FPS, delta -1.23%. Baseline GPU 5.33 ms, test GPU 5.27 ms. Treat as quality/performance tradeoff until visual review.","r.Streaming.AmortizeCPUToGPUCopy=1","If set and MaxNumTexturesToStreamPerFrame > 0, limit the number of 2D textures copied per frame.","ECVF_Scalability | ECVF_ExcludeFromPreview","ab_r_Streaming_AmortizeCPUToGPUCopy_1_20260616_161033","<BenchmarkMap>","1280x720","5.27","10.66","5.94","280","2.99","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_161033).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.11.24\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.11.24\<BenchmarkMap>-2026.06.16-16.11.24-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Streaming.AmortizeCPUToGPUCopy=1 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Streaming_AmortizeCPUToGPUCopy_1.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.11.20\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.11.24\<BenchmarkMap>-FPS-WindowsEditor.log","5.33","5.27"
"r.Nanite.RasterSort","0","CVar","int32","","r","Nanite","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","94.54","99.68","5.44","Medium: disables sorting of Nanite rasterizer dispatches/draws. Can reduce sort overhead but may hurt rendering efficiency depending on scene.","nanite_raster_tradeoff_candidate_visual_review_required","0","Paired A/B same-process result on <BenchmarkMap>: baseline 94.54 FPS, test 99.68 FPS, delta 5.44%. Baseline GPU 4.30 ms, test GPU 4.33 ms. Treat as quality/performance tradeoff until visual review.","r.Nanite.RasterSort=0","Whether to enable sorting of rasterizer dispatches and draws.","ECVF_RenderThreadSafe","ab_r_Nanite_RasterSort_0_20260616_161133","<BenchmarkMap>","1280x720","4.33","10.02","5.58","280","2.81","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_161133).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.12.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.12.25\<BenchmarkMap>-2026.06.16-16.12.25-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Nanite.RasterSort=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Nanite_RasterSort_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.12.21\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.12.25\<BenchmarkMap>-FPS-WindowsEditor.log","4.30","4.33"
"r.Nanite.CacheMaterialBinsParallel","0","CVar","string","","r","Nanite","Windows D3D12 SM6 <GPU>","true","false","false","false","false","","","runtime_quality_candidate","0;1","Runtime console or DeviceProfile if adopted","P1","","96.22","92.34","-4.03","Medium: disables parallel caching of Nanite material bins. Expected to be a negative control unless parallel overhead is problematic.","reject_for_now_paired_ab_loss_or_scene_not_benefiting","0","Paired A/B same-process result on <BenchmarkMap>: baseline 96.22 FPS, test 92.34 FPS, delta -4.03%. Baseline GPU 4.96 ms, test GPU 5.06 ms. Treat as quality/performance tradeoff until visual review.","r.Nanite.CacheMaterialBinsParallel=0","Enable parallel caching of raster and shading bins for Nanite materials. 0 disabled, 1 enabled.","ECVF_RenderThreadSafe","ab_r_Nanite_CacheMaterialBinsParallel_0_20260616_161236","<BenchmarkMap>","1280x720","5.06","10.82","5.29","280","3.03","0","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\CSV\Profile(20260616_161236).csv","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.13.28\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.13.28\<BenchmarkMap>-2026.06.16-16.13.28-FPS-WindowsEditor.html","Paired A/B same process: baseline frames 80-360, set r.Nanite.CacheMaterialBinsParallel=0 at frame 420, test frames 440-720, quit frame 750. Launch log: <ProjectRoot>\Saved\Logs\RenderCommandExperiment_AB_r_Nanite_CacheMaterialBinsParallel_0.log","paired_ab_same_process","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.13.25\<BenchmarkMap>-FPS-WindowsEditor.log","<UserLocalAppData>\UnrealEngine\5.8\Saved\Profiling\FPSChartStats\2026.06.16-16.13.28\<BenchmarkMap>-FPS-WindowsEditor.log","4.96","5.06"
