command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
fx.Cascade.GpuSpriteDynamicAllocations,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.GpuSpriteDynamicAllocations=<值>` / `fx.Cascade.GpuSpriteDynamicAllocations <值>` 或 INI 中配置,Controls if gpu sprite are allocated dynamically,ECVF_Default
fx.Cascade.GpuSpriteRenderingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.GpuSpriteRenderingEnabled=<值>` / `fx.Cascade.GpuSpriteRenderingEnabled <值>` 或 INI 中配置,Controls if gpu sprite rendering is enabled for Cascade,ECVF_Default
fx.Cascade.MeshRenderingEnabled,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.MeshRenderingEnabled=<值>` / `fx.Cascade.MeshRenderingEnabled <值>` 或 INI 中配置,Controls if mesh rendering is enabled for Cascade,ECVF_Default
fx.Cascade.SetTemplateDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.SetTemplateDenyList=<值>` / `fx.Cascade.SetTemplateDenyList <值>` 或 INI 中配置,"Set the template deny List to use. (i.e. P_SystemA,P_SystemB)",ECVF_Scalability | ECVF_Default
fx.Cascade.SkipZeroDeltaTime,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.SkipZeroDeltaTime=<值>` / `fx.Cascade.SkipZeroDeltaTime <值>` 或 INI 中配置,When enabled a delta tick time of nearly 0.0 will cause us to skip the component update.\n,ECVF_Default
fx.Cascade.SpriteRenderingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.SpriteRenderingEnabled=<值>` / `fx.Cascade.SpriteRenderingEnabled <值>` 或 INI 中配置,Controls if sprite rendering is enabled for Cascade,ECVF_Default
fx.Cascade.TrailRenderingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Cascade.TrailRenderingEnabled=<值>` / `fx.Cascade.TrailRenderingEnabled <值>` 或 INI 中配置,Controls if trail rendering is enabled for Cascade,ECVF_Default
fx.DeferrPSCDeactivation,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.DeferrPSCDeactivation=<值>` / `fx.DeferrPSCDeactivation <值>` 或 INI 中配置,"If > 0, all deactivations on Particle System Components is deferred until next tick.",ECVF_Scalability
fx.DetailedCSVStats,CVar,bool,false,fx,材质,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DetailedCSVStats=<值>` / `fx.DetailedCSVStats <值>` 或 INI 中配置,"If true, we write detailed partilce stats to the CSV profiler.",ECVF_Default | ECVF_RenderThreadSafe
fx.DumpCompileIdDataForAsset,Command,string,,fx,后处理,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpCompileIdDataForAsset`（可带参数，具体见帮助说明）,Dumps data relevant to generating the compile id for an asset.,
fx.DumpEmitterDepencenciesInFolder,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpEmitterDepencenciesInFolder`（可带参数，具体见帮助说明）,Dumps emitter dependencies for all systems in the supplied folder and sub-folders.,
fx.DumpGraphKeyGen,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DumpGraphKeyGen=<值>` / `fx.DumpGraphKeyGen <值>` 或 INI 中配置,If > 0 the key generation will be dumped to the log. \n,ECVF_Default
fx.DumpNiagaraScalabilityState,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpNiagaraScalabilityState`（可带参数，具体见帮助说明）,Dumps state information for all Niagara Scalability Mangers.,
fx.DumpParticleData,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DumpParticleData=<值>` / `fx.DumpParticleData <值>` 或 INI 中配置,If > 0 current frame particle data will be dumped after simulation. \n,ECVF_Default
fx.DumpParticleParameterStores,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DumpParticleParameterStores=<值>` / `fx.DumpParticleParameterStores <值>` 或 INI 中配置,If > 0 current frame particle parameter stores will be dumped when updated. \n,ECVF_Default
fx.DumpPSCPoolInfo,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpPSCPoolInfo`（可带参数，具体见帮助说明）,Dump Particle System Pooling Info,
fx.DumpPSCTickStateInfo,Command,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpPSCTickStateInfo`（可带参数，具体见帮助说明）,Dumps state information for all current Particle System Components.,
fx.DumpRapidIterationParametersForAsset,Command,string,,fx,后处理,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.DumpRapidIterationParametersForAsset`（可带参数，具体见帮助说明）,Dumps the values of the rapid iteration parameters for the specified asset by path.,
fx.DumpSystemData,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DumpSystemData=<值>` / `fx.DumpSystemData <值>` 或 INI 中配置,"If > 0, results of system simulations will be dumped to the log. \n",ECVF_Default
fx.DumpVMIR,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.DumpVMIR=<值>` / `fx.DumpVMIR <值>` 或 INI 中配置,If > 0 verbose logging is enabled for the vm compiler backend. \n,ECVF_Default
fx.EnableCircularAnimTrailDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,0;1,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.EnableCircularAnimTrailDump=<值>` / `fx.EnableCircularAnimTrailDump <值>` 或 INI 中配置,Controls logging for when circular links are discovered in anim trails.\n0 = No logging.\n1 = Minimal logging.\n2 = Verbose logging.,ECVF_Default
fx.EnableEmitterMergeChangeIdLogging,CVar,string,,fx,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableEmitterMergeChangeIdLogging=<值>` / `fx.EnableEmitterMergeChangeIdLogging <值>` 或 INI 中配置,If > 0 verbose change id information will be logged to help with debuggin merge issues. \n,ECVF_Default
fx.EnableNiagaraCRHandler,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.EnableNiagaraCRHandler=<值>` / `fx.EnableNiagaraCRHandler <值>` 或 INI 中配置,If > 0 Niagara will push some state into the crash reporter. This is not free so should not be used unless actively tracking a crash in the wild. Even then it should only be enabled on the platforms needed etc. \n,ECVF_Default
fx.EnableNiagaraLightRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableNiagaraLightRendering=<值>` / `fx.EnableNiagaraLightRendering <值>` 或 INI 中配置,If false Niagara Light Renderers are disabled.,ECVF_Default
fx.EnableNiagaraMeshRendering,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableNiagaraMeshRendering=<值>` / `fx.EnableNiagaraMeshRendering <值>` 或 INI 中配置,If false Niagara Mesh Renderers are disabled.,ECVF_Default
fx.EnableNiagaraRibbonRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableNiagaraRibbonRendering=<值>` / `fx.EnableNiagaraRibbonRendering <值>` 或 INI 中配置,If false Niagara Ribbon Renderers are disabled.,ECVF_Default
fx.EnableNiagaraSpriteRendering,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableNiagaraSpriteRendering=<值>` / `fx.EnableNiagaraSpriteRendering <值>` 或 INI 中配置,If false Niagara Sprite Renderers are disabled.,ECVF_Default
fx.EnableVerboseNiagaraChangeIdLogging,CVar,string,,fx,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.EnableVerboseNiagaraChangeIdLogging=<值>` / `fx.EnableVerboseNiagaraChangeIdLogging <值>` 或 INI 中配置,If > 0 Verbose change id logging info will be printed. \n,ECVF_Default
fx.ExecVMScripts,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.ExecVMScripts=<值>` / `fx.ExecVMScripts <值>` 或 INI 中配置,"If > 0 VM scripts will be executed, otherwise they won't, useful for looking at the bytecode for a crashing compiled script. \n",ECVF_Default
fx.ForceCompileOnLoad,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceCompileOnLoad=<值>` / `fx.ForceCompileOnLoad <值>` 或 INI 中配置,If > 0 emitters will be forced to compile on load. \n,ECVF_Default
fx.ForceExecVMPath,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceExecVMPath=<值>` / `fx.ForceExecVMPath <值>` 或 INI 中配置,"If < 0, the legacy VM path will be used, if > 0 the experimental version will be used, and the default if 0. \n",ECVF_Default
fx.ForceFailIfPreviouslyNotSetOnMerge,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceFailIfPreviouslyNotSetOnMerge=<值>` / `fx.ForceFailIfPreviouslyNotSetOnMerge <值>` 或 INI 中配置,,ECVF_Default
fx.ForceMergeOnLoad,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceMergeOnLoad=<值>` / `fx.ForceMergeOnLoad <值>` 或 INI 中配置,If > 0 emitters will be forced to merge on load. \n,ECVF_Default
fx.ForceNiagaraCacheDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.ForceNiagaraCacheDump=<值>` / `fx.ForceNiagaraCacheDump <值>` 或 INI 中配置,If > 0 all cached graph traversal data will be dumped \n,ECVF_Default
fx.ForceNiagaraCompileToFail,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceNiagaraCompileToFail=<值>` / `fx.ForceNiagaraCompileToFail <值>` 或 INI 中配置,"If > 0 emitters will go through the motions of a compile, but will never set valid bytecode. \n",ECVF_Default
fx.ForceNiagaraSpawnAttachedSolo,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.ForceNiagaraSpawnAttachedSolo=<值>` / `fx.ForceNiagaraSpawnAttachedSolo <值>` 或 INI 中配置,If > 0 Niagara systems which are spawned attached will be force to spawn in solo mode for debugging.\n,ECVF_Default
fx.ForceNiagaraTranslatorDump,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.ForceNiagaraTranslatorDump=<值>` / `fx.ForceNiagaraTranslatorDump <值>` 或 INI 中配置,If > 0 all translation generated HLSL will be dumped \n,ECVF_Default
